bug_id,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_category,severity_code
MAILNEWS_CORE-340886,Database,MAILNEWS_CORE,Junk status changes to unknown when I delete or separate an attachment,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 de rv:1.8.0.4) Gecko/20060508 Firefox/1.5.0.4
Build Identifier: Thunderbird Version 1.5.0.4 (20060516)

When deleting or separating an attachment from an incoming mail the junk status of this mail always changes from no junk (or junk) to unknown (it shows the red question mark). 

Reproducible: Always

Steps to Reproduce:
1. You get mail which is automatically or manually marked as junk (j) or no junk (shift+j)
2. Now delete or separate an attachment from this mail


Actual Results:  
You'll see the junk status will change to unknown

Expected Results:  
Thunderbird shouldn't forget the junk status of a mail.

This is Thunderbird Version 1.5.0.4 with the Mnenhy 0.7.4 extension installed but I don't think that Mnenhy is responsable for this behaviour.",rkent,gabriela,fixed,1,resolved,4,2,20,1105,critical,5
CORE-313398,XPCOM,CORE,Unoptimized Intel Mac debug build crashes with a misaligned stack,"User-Agent:       Mozilla/5.0 (Macintosh U Intel Mac OS X en) AppleWebKit/417.2 (KHTML like Gecko) Safari/417.1
Build Identifier: Trunk

On build 8F1099 of Mac OS X on Intel an unoptimized debug build of Firefox crashes on launch in 
XPTC_InvokeByIndex with a misaligned stack.  The misalignment happens within XPTC_InvokeByIndex 
itself which doesn't appear to be properly aligning the first call in the inline asm.

Program received signal EXC_BAD_INSTRUCTION Illegal instruction/operand.
0x8fe12ee4 in __dyld_stub_binding_helper_interface ()
2: /x $esp = 0xbfffd8b8
1: x/i $pc  0x8fe12ee4 :       movdqa %xmm032(%esp)
(gdb) bt
#0  0x8fe12ee4 in __dyld_stub_binding_helper_interface ()
#1  0x01008000 in ?? ()
#2  0x0108e45d in XPTC_InvokeByIndex (that=0x1c3b690 methodIndex=3 paramCount=1 
params=0xbfffdb4c) at xptcinvoke_unixish_x86.cpp:147
#3  0x2b1bf00f in XPCWrappedNative::CallMethod (ccx=@0xbfffdd74 mode=CALL_GETTER) at 
xpcwrappednative.cpp:2139
#4  0x2b1e6297 in XPCWrappedNative::GetAttribute (ccx=@0xbfffdd74) at xpcwrappednativejsops.cpp:
1925
#5  0x2b1c6263 in XPC_WN_GetterSetter (cx=0x1c32280 obj=0x204b068 argc=0 argv=0x1c439c8 
vp=0xbfffdec4) at xpcwrappednativejsops.cpp:1476
#6  0x0054da41 in js_Invoke (cx=0x1c32280 argc=0 flags=2) at jsinterp.c:1177
#7  0x0054de69 in js_InternalInvoke (cx=0x1c32280 obj=0x204b068 fval=33862752 flags=0 
argc=0 argv=0x0 rval=0xbfffe9bc) at jsinterp.c:1274
#8  0x0054e149 in js_InternalGetOrSet (cx=0x1c32280 obj=0x204b068 id=29580784 
fval=33862752 mode=JSACC_READ argc=0 argv=0x0 rval=0xbfffe9bc) at jsinterp.c:1317
#9  0x0057a70e in js_GetProperty (cx=0x1c32280 obj=0x204b068 id=29580784 vp=0xbfffe9bc) at 
jsobj.c:2931
#10 0x0055e1a0 in js_Interpret (cx=0x1c32280 pc=0x1c434ad 5 result=0xbfffed80) at jsinterp.c:
3327
#11 0x0054e526 in js_Execute (cx=0x1c32280 chain=0x204af98 script=0x1c43450 down=0x0 
flags=0 result=0xbfffef10) at jsinterp.c:1407
#12 0x00512e20 in JS_ExecuteScript (cx=0x1c32280 obj=0x204af98 script=0x1c43450 
rval=0xbfffef10) at jsapi.c:4009
#13 0x2b1d35a2 in mozJSComponentLoader::GlobalForLocation (this=0x1c314d0 
aLocation=0x1c30f60 rel:jsconsole-clhandler.js aComponent=0x1c31600 aGlobal=0xbffff090) at 
mozJSComponentLoader.cpp:1567
#14 0x2b1d3803 in mozJSComponentLoader::ModuleForLocation (this=0x1c314d0 
registryLocation=0x1c30f60 rel:jsconsole-clhandler.js component=0x1c31600 status=<incomplete 
type>) at mozJSComponentLoader.cpp:917
#15 0x2b1d42be in mozJSComponentLoader::AttemptRegistration (this=0x1c314d0 
component=0x1c31600 deferred=0) at mozJSComponentLoader.cpp:755
#16 0x2b1d488b in mozJSComponentLoader::AutoRegisterComponent (this=0x1c314d0 when=0 
component=0x1c31600 registered=0xbffff304) at mozJSComponentLoader.cpp:682
#17 0x2b1d11f2 in mozJSComponentLoader::RegisterComponentsInDir (this=0x1c314d0 when=0 
dir=0x1c0e110) at mozJSComponentLoader.cpp:590
#18 0x2b1d128b in mozJSComponentLoader::AutoRegisterComponents (this=0x1c314d0 when=0 
aDirectory=0x1c0e110) at mozJSComponentLoader.cpp:546
#19 0x01062178 in nsComponentManagerImpl::AutoRegisterNonNativeComponents (this=0x1c0c910 
spec=0x1c0e110) at nsComponentManager.cpp:3262
#20 0x010647cf in nsComponentManagerImpl::AutoRegisterImpl (this=0x1c0c910 when=0 
inDirSpec=0x0 fileIsCompDir=1) at nsComponentManager.cpp:3232
#21 0x01064882 in nsComponentManagerImpl::AutoRegister (this=0x1c0c910 aSpec=0x0) at 
nsComponentManager.cpp:3404
#22 0x01010d3c in NS_InitXPCOM3_P (result=0xbffff738 binDirectory=0x1c0c3a0 
appFileLocationProvider=0xbffff768 staticComponents=0x54ab0 componentCount=1) at 
nsXPComInit.cpp:616
#23 0x00003433 in ScopedXPCOMStartup::Initialize (this=0xbffff738) at nsAppRunner.cpp:595
#24 0x00009259 in XRE_main (argc=1 argv=0xbffff8d4 aAppData=0x549e0) at nsAppRunner.cpp:
2141
#25 0x000024aa in main (argc=1 argv=0xbffff8d4) at nsBrowserApp.cpp:61
(gdb) 


Reproducible: Always

Steps to Reproduce:
1) Build Firefox with --disable-optimize --enable-debug and --disable-tests.
2) Run.
Actual Results:  
Firefox crashes.

Expected Results:  
Not crashing is often considered to be proper behavior.",jaas,eric,fixed,1,resolved,4,0,52,110,critical,5
RELEASE_ENGINEERING-371325,General,RELEASE_ENGINEERING,Automate dependent tool config file generation,"Items in our central config found at /tools/release/bootstrap.cfg should be automatically propagated to dependent tool configs.

As a part of the process care should be taken to check these new configs into some sort of source control to allow us to manage them systematically and see changesets.

Tools that would need to be configured as a part of release automation based on boostrap.cfg are:
patcher
tinderbox
bouncer
addons.mozilla.org
patcher

Others... ?",build,morgamic,fixed,1,resolved,4,0,70,112,critical,5
CORE-507991,Layout,CORE,Crash [@ nsSprocketLayout::PopulateBoxSizes] with object and position:absoluteoverflow:scroll in binding,"Created attachment 392225
testcase

I guess this might be related to bug 397596 no idea.
But since this has a different regression range I'm filing this as a new bug.

See testcase which crashes current trunk build (after hanging for a short while).
This seems to have regressed between 2009-05-19 and 2009-05-20:
http://hg.mozilla.org/mozilla-central/pushloghtml?startdate=2009-05-19+04%3A00%3A00&enddate=2009-05-20+09%3A00%3A00

http://crash-stats.mozilla.com/report/index/fdc0c72f-7bc3-47ed-a9f4-a013c2090803?p=1
0   xul.dll   nsSprocketLayout::PopulateBoxSizes    layout/xul/base/src/nsSprocketLayout.cpp:928
1  xul.dll  nsSprocketLayout::Layout  layout/xul/base/src/nsSprocketLayout.cpp:249
2  xul.dll  nsBoxFrame::DoLayout  layout/xul/base/src/nsBoxFrame.cpp:936
3  xul.dll  nsIFrame::Layout  layout/xul/base/src/nsBox.cpp:543
4  xul.dll  nsSprocketLayout::Layout  layout/xul/base/src/nsSprocketLayout.cpp:523
5  xul.dll  nsBoxFrame::DoLayout  layout/xul/base/src/nsBoxFrame.cpp:936
6  xul.dll  nsBoxFrame::LayoutChildAt  layout/xul/base/src/nsBoxFrame.cpp:2075
7  xul.dll  LayoutAndInvalidate  layout/generic/nsGfxScrollFrame.cpp:2474
8  xul.dll  nsGfxScrollFrameInner::LayoutScrollbars  layout/generic/nsGfxScrollFrame.cpp:2527
9  xul.dll  nsHTMLScrollFrame::Reflow  layout/generic/nsGfxScrollFrame.cpp:871
10  xul.dll  xul.dll@0x3bb6fe",tnikkel,martijn.martijn,fixed,1,resolved,4,0,40,93,critical,5
MOZILLA.ORG_GRAVEYARD-500058,Server Operations,MOZILLA.ORG_GRAVEYARD,load monitoring on production-master,Would it be possible to get munin / cacti monitoring on production-master?  I'm interested in tracking CPU usage system load memory/swap usage over time.,oremj,catlee,fixed,1,resolved,4,0,4,8,critical,5
CORE-351628,Layout: Tables,CORE,[reflow branch] Crash [@ nsTableColFrame::ResetMinCoord], ,nobody,jruderman,fixed,1,resolved,4,0,19,19,critical,5
MAILNEWS_CORE-444813,Feed Reader,MAILNEWS_CORE,Drag and drop of RSS subscriptions on Windows causes Thunderbird to crash [@ nsDragService::nsDragService],"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.9) Gecko/2008052906 Firefox/3.0
Build Identifier: version 2.0.0.14 (20080421)

When moving RSS feeds between folders using the mouse click-and-hold principle in the manage RSS subscriptions window Thunderbird ofter crashes. It does not occur always  usually crashes after 2 seconds of click-hold).

Reproducible: Always

Steps to Reproduce:
1. Have mutiple RSS subsriptions over multiple folders with one saved 'unread' search folder accross all RSS folders
2. Open RSS Subscriptions window
3. Move some RSS subscriptions between folders using mouse (click+hold -> point to new folder & release mouse click)
Actual Results:  
Thunderbird completely crashes & Talkback is activated to report an crash occured.


Issue also occured in previous versions. It's very annoying & embarrassing when trying to convert non-Thunderbird users to Thunderbird.",nobody,wim.bos.be,fixed,1,resolved,4,0,12,1347,critical,5
CORE-254510,Image Blocking,CORE,Bug 200433 regressed by patch in bug 253597,"The patch in bug 253597 regressed the fix from bug 200433 (the ShouldProcess
never blocks anything now).  See bug 253597 comment 9 for more information.

It'd be nice to fix this before next week's freeze...",mvl,bzbarsky,fixed,1,resolved,4,0,8,27,major,4
CORE-128371,Layout,CORE,menu items on the left side are not displayed,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (X11 U Linux i686 en-US rv:0.9.8) Gecko/20020205
BuildID:    2002020511

Menu items which you can click on the left edge are not displayed.
This works with the latest internet explorer.


Reproducible: Always
Steps to Reproduce:
1.just display the page
2.
3.

Actual Results:  the menu items were not displayed and I could not click them

Expected Results:  It should have displayed the menu items.",attinasi,dharter,fixed,1,resolved,4,0,7,240,major,4
CORE-228804,MathML,CORE,mathml rendering is worse on MacOS X after adding Mathematica fonts in 1.3b and later,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.3b) Gecko/20030212
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.3b) Gecko/20030212

See screenshot at:

http://web.mit.edu/jamous/www/mathml/mozilla1.3b.gif

on MathML torture test (see URL above) tests 5 8 13 16 18 19 21 and 22
are broken.

This problem has happened in all the Mozilla versions since 1.3 beta.

Reproducible: Always

Steps to Reproduce:
1. get Mozilla version 1.3 beta or any version later
2. go to the MathML torture test at:
http://www.mozilla.org/projects/mathml/demo/texvsmml.xhtml


Actual Results:  
screenshot at:

http://web.mit.edu/jamous/www/mathml/mozilla1.3b.gif

Expected Results:  
give a MathML rendering at least as good as the ones obtained with versions 1.3a
and earlier -- see following screenshot with Mozilla 1.3a:

http://web.mit.edu/jamous/www/mathml/mozilla1.3a.gif

This bug showed up between versions

1.3 alpha and 1.3 beta.",rbs,jamous,fixed,1,resolved,4,11,34,649,major,4
BUGZILLA-342053,Bugzilla-General,BUGZILLA,Quicksearch.pm defines $cgi outside routines,"Quicksearch.pm defines my $cgi = Bugzilla->cgi outside routines. This makes perl -cwT buglist.cgi to fail because buglist.cgi uses Quicksearch.pm. I saw this problem a few seconds before committing my patch about the removal of versioncache. )

We have to fix this before committing my patch about versioncache.",LpSolit,LpSolit,fixed,1,resolved,4,0,6,0,major,4
SEAMONKEY-236010,Installer,SEAMONKEY,INI parser reads memory beyond EOF,"valgrind spews a lot of these:
 strchr (mac_replace_strmem.c:113)
 nsINIParser::FindKey(char* char* char* int*) (nsINIParser.cpp:245)
 nsINIParser::GetString(char* char* char* int*) (nsINIParser.cpp:108)
 nsINIParser::GetStringAlloc(char* char* char** int*) (nsINIParser.cpp:122)
Address 0x58EE18A is 0 bytes after a block of size 3238 alloc'd
 malloc (vg_replace_malloc.c:160)
 nsINIParser::nsINIParser(char*) (nsINIParser.cpp:59)
 nsXIContext::LoadResources() (nsXIContext.cpp:137)
 nsXInstaller::ParseConfig() (nsXInstaller.cpp:95)

the file is read into a buffer just big enough for its contents.  There is no
room for NULL termination.",ajschult784,ajschult784,fixed,1,resolved,4,0,4,0,major,4
WEBSITES-444826,mozillalabs.com,WEBSITES,spam found on labs forum,"reported to webmaster@mozilla.com.   we should get this cleaned off and figure out captcha or bot protection mechanism.   maybe something along the lines that morgamic is thinking about for addons.mozilla.org


You have a spam profile on your forum at
https://labs.mozilla.com/forum/index.php?action=profileu=4105

We are receiving form spam (see below) linking to this page.


-----Original Message-----
From: Website [mailto:safetyp1@box230.bluehost.com] 
Sent: Thursday July 10 2008 6:29 PM
To: info@safetypartnersinc.com
Subject: Information Request


The following information request has been submitted from the website.

 From:   Mr. Devidr Devidr
     Hello
     Home

 Address:  devid574@gmail.com
     devid574@gmail.com
     mexico NY  856414

 Phone:   13 255 645 135
 Fax:   13 255 645 135
 E-mail:   devid574@gmail.com

 INQUIRY:

 Hi! Nice place. My sites:
fake coach purses
discount kitchen cabinets
http://fakecoachpurses.blogs.experienceproject.com/49186.html
https://labs.mozilla.com/forum/index.php?action=profileu=4105
[url=http://fakecoachpurses.blogs.experienceproject.com/49186.html]fake
coach purses[/url]
[url=https://labs.mozilla.com/forum/index.php?action=profileu=4105]discount
kitchen cabinets[/url]


 ==================== END ====================",morgamic,chofmann,fixed,1,resolved,4,0,17,241,major,4
CORE-187503,Web Painting,CORE,Overflown content is rendered with black background,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.3b) Gecko/20030102
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.3b) Gecko/20030102

When scrolling into not visible content on an element that has overflow:auto
shows the content with a black blackground color.
This bug might be the same as closed bug 172227 but that one has been fixed so
I was suggested to open a new one.



Reproducible: Always

Steps to Reproduce:",roc,bugzilla,fixed,1,resolved,4,0,15,14,major,4
CORE_GRAVEYARD-124178,GFX,CORE_GRAVEYARD,Hang on DHTML [reflow/painting],"a new window opens and a few secons later mozilla hangs.
Doesn't hang in mozilla0.9.7
using 2002020603 on win-xp",dcone,markushuebner,fixed,1,resolved,4,1,20,229,major,4
CORE-121489,Networking: File,CORE,nsIFile does not return null when top of volume is reached,"286 /**
287 * Parent will be null when this is at the top of the volume.
288 */
289 readonly attribute nsIFile parent

Looking at nsLocalFileUnix and nsLocalFileWin that's not true in those impls.
In particular the parent of / on unix is /.  Not sure what the parent is on
Win exactly.  Could we fix the comment or the impls please?  I just got into
an infinite loop because of this (was walking up the dir tree and assumed that
I would hit null when I hit the top).",pete,bzbarsky,fixed,1,resolved,4,0,23,226,major,4
CORE-361273,JavaScript Engine,CORE,Assert fail: cg->stackDepth >= 0 at jsemit.c:164,"In low memory conditions it's possible to get the following assertion failure reported (stack trace will follow shortly):

Assertion failure: cg->stackDepth >= 0 at jsemit.c:164

The root cause is this error handling in jsemit:

#define EMIT_ATOM_INDEX_OP(op atomIndex)                                     \
    JS_BEGIN_MACRO                                                            \
        if (!EmitAtomIndexOp(cx op atomIndex cg) < 0)                      \
            return JS_FALSE                                                  \
    JS_END_MACRO

EmitAtomIndexOp returns a JSBool so any error returned will actually be ignored by mistake leading to the assert fail later.

In a release build we get stack underflow reported when the compiled script is run and JS_ArenaAllocate can get itself into an infinite loop that only exits when malloc fails (more details on this soon).",brendan,gavin.reaney,fixed,1,resolved,4,0,10,0,major,4
CORE-156764,XUL,CORE,Interface hangs after clicking onto a tooltip,"Sometimes when moving the mouse to a bookmark in the personal toolbar a
tooltip appears but doesn't disappear (maybe I'm too fast?). When I accidentally
click onto this tooltip it disappears but the whole UI hangs (can't click onto
any buttons or menu). Only the local window hangs the only option remaining is
to close it and open a new one.",jag+mozilla,chtephan,fixed,1,resolved,4,1,29,210,major,4
BUGZILLA-343566,Testing Suite,BUGZILLA,Runtests test 004template.t fails on some systems with a complaint about RELATIVE,"This seems to be a relative of bug 329295 but addint . or ./ to PATH does not help.

On some systems $file (in t/004) has a leading ./ that causes trouble.  Filtering that out seems to help the situation.",LpSolit,bugreport,fixed,1,resolved,4,0,9,0,major,4
FIREFOX-356789,General,FIREFOX,tinymce wysiwyg editor does not load,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 fr rv:1.8.1) Gecko/20061003 Firefox/2.0
Build Identifier: Mozilla/5.0 (MAC) Gecko/20061003 Firefox/2.0 RC2

TinyMCE WYSIWYG editor not does not render the content to be edited on initial

Reproducible: Always

Steps to Reproduce:
1.Go to the web page with Firefox RC 2.0 on Mac OS X 10.4.8
2.see the beautiful not editable textarea
3.

Actual Results:  
The editor does not load and not allow you to edit the content in the WYSIWYG
interface.

Expected Results:  
The editor should load and allow you to edit the content in the WYSIWYG
interface.",nobody,capripot,fixed,1,resolved,4,0,2,2,major,4
RELEASE_ENGINEERING-460843,General,RELEASE_ENGINEERING,tracemonkey unittest machine burning (moz2-win32-slave14),"http://tinderbox.mozilla.org/showbuilds.cgi?tree=TraceMonkey

It is stuck removing a file and called WINNT 5.2 mozilla-central moz2-win32-slave14 dep unit test but I think that is a misnomer.",nthomas,sayrer,fixed,1,resolved,4,0,6,1,major,4
SEAMONKEY-208903,Download & File Handling,SEAMONKEY,download manager doesn't work with non-ASCII file names.,"The patch for bug 175881 introudced this problem. (attachment 124826).
The patch has the following line 

-    gStatusBar.label = getSelectedItem().id
+    gStatusBar.label = getFileForItem(getSelectedItem()).path

The noticable change introduced by this is that the status bar shows 'garbage'
characters for non-ASCII file names. Going back to 
|getSelectedItem().id| (chopping off 'file://' at the beginning if necessary)
will solve this 'UI' regression. However that's not touching the root cause of
the problem because none of command buttons is functional (all of them is dimmed
out) when a non-ASCII file is  selected  with or without the change. The file
operation in other parts of Mozilla work fine so that nsIFile and nsILocalFile
are not to blame. [1]

getFileForItem() is defined in 
http://lxr.mozilla.org/seamonkey/source/xpfe/components/download-manager/resources/downloadmanager.js#357
as
357 function getFileForItem(aElement)
358 {
359   var itemResource = gRDFService.GetUnicodeResource(aElement.id)
360   var fileResource = gDownloadView.database.GetTarget(itemResource
gNC_File true)
361   fileResource =
fileResource.QueryInterface(Components.interfaces.nsIRDFResource)
362   return createLocalFile(fileResource.Value)
363 }
364 
365 function createLocalFile(aFilePath) 
366 {


I added a couple of 'dump()' statements in createLocalFile(aFilePath) and
printed out |aFilePath).  aFilePath is zero-extended UTF-8. For instance 
U+00A0 (in UTF-8 it's 0xC2 0x80) aFilePath should have 'U+00A0'. Instead it
has 'U+00C2 U+0080'. This symptom suggests that somewhere in RDF-related code
ACString is used where AUTF8String should have been used. 

[1] Recently I've been working on enabling 'Unicode' file I/O in Windows (bug
162361) and with that enabled Mozilla-Windows has the same problem as Linux
under UTF-8 locale. Therefore I think this is an XP issue althouhg I'm filing
this under Linux for now.",jshin1987,jshin1987,fixed,1,resolved,4,0,39,50,major,4
CORE-529119,Document Navigation,CORE,Funky behavior with XUL error pages,"There is some funky behavior going on recently with XUL error pages.  'Try Again' button loads the previous page you were on and the back button on the navigation bar seems to pick a random spot in the history to load.

STR:
1) Load http://www.google.com in a new tab
2) Go to http://www.23456789iuybh87g.com
3) Hit the 'Try Again' button google loads
4) Repeat steps 1-2
5) Hit the back button on the navigation bar and some random page from the history loads and not google

Regressed between 20091110 and 20091111
Pushlog for that range: http://hg.mozilla.org/mozilla-central/pushloghtml?fromchange=f4ef40336cc6&tochange=2eb351cc47d3",honzab.moz,u88484,fixed,1,resolved,4,1,51,2,major,4
CORE-503950,Plug-ins,CORE,OS/2 bustage fix for bug503377,"User-Agent:       Mozilla/5.0 (OS/2 U Warp 4.5 en-US rv:1.9.1) Gecko/20090621 Firefox/3.5
Build Identifier: 

E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In function 'void* PluginWndProc(HWND ULONG void* void*)':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:182: error: no matching function for call to 'nsIPluginInstance::GetMIMEType(char**)'
../../../../dist/include/nsIPluginInstance.h:181: note: candidates are: virtual nsresult nsIPluginInstance::GetMIMEType(const char**) 
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In member function 'nsresult nsPluginNativeWindowOS2::SubclassAndAssociateWindow()':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:325: warning: ISO C++ forbids casting between pointer-to-function and pointer-to-object
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:333: warning: unused variable 'win'
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In member function 'nsresult nsPluginNativeWindowOS2::UndoSubclassAndAssociateWindow()':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:355: warning: ISO C++ forbids casting between pointer-to-function and pointer-to-object
make.exe[5]: *** [nsPluginNativeWindowOS2.o] Error 1

after checkin for bug503377

Reproducible: Always",wuno,wuno,fixed,1,resolved,4,0,4,1,major,4
MOZILLA.ORG_GRAVEYARD-489155,Server Operations,MOZILLA.ORG_GRAVEYARD,Put video file on videos.mozilla.org,"Please put this video file:
http://labs.silverorange.com/files/mozilla-videos/en.mp4

In this dir:
http://videos.mozilla.org/firefox3/screencast1/",oremj,steven,fixed,1,resolved,4,0,4,3,major,4
CORE-401564,Networking: HTTP,CORE,HTTP ACCEPT header not preserved after GET redirect (HTTP 302 HTTP 303 HTTP 307),"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-GB rv:1.8.1.8) Gecko/20071008 Firefox/2.0.0.8
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-GB rv:1.8.1.8) Gecko/20071008 Firefox/2.0.0.8

The HTTP ACCEPT header is not preserved when after a GET redirect. That leads that the second GET is not using the original HTTP ACCEPT header but is reset to the standard.

This is a really important feature for the proper implementation of RESTful architectures. I'm currently developing some RESTful prototypes and this feature is a must when dealing with aliasing of resources for instance in order to access resources by their ID or any other resource key field (as its unique name). The problem is that the http accept header in particular is very important to determine the proper format to de-reference to the resource to (as when using Ruby on Rails respond_to in order to determine the content-type to respond with).



Reproducible: Always

Steps to Reproduce:
http://localhost:3034/elements/ApplicantDetails

GET /elements/ApplicantDetails HTTP/1.1
Host: localhost:3034
User-Agent: Mozilla/5.0 (Windows U Windows NT 5.1 en-GB rv:1.8.1.8) Gecko/20071008 Firefox/2.0.0.8
Accept: application/json
Accept-Language: en-gbes-esq=0.7enq=0.3
Accept-Encoding: gzipdeflate
Accept-Charset: ISO-8859-1utf-8q=0.7*q=0.7
Keep-Alive: 300
Connection: keep-alive
X-Requested-With: XMLHttpRequest
X-Prototype-Version: 1.5.0
Referer: http://localhost:3034/elements/
Cookie: _XMLDictionaryREST_session_id=BAh7CDoOcmV0dXJuX3RvIg8vZWxlbWVudHMvOgtsb2NhbGUiCmVuLWdiIgpm%250AbGFzaElDOidBY3Rpb25Db250cm9sbGVyOjpGbGFzaDo6Rmxhc2hIYXNoewAG%250AOgpAdXNlZHsA--3392c9915ea7c440fd48aca0423dedd0e26f5595

HTTP/1.x 302 Moved Temporarily
Content-Length: 99
Connection: close
Date: Mon 29 Oct 2007 14:55:47 GMT
Status: 302 Found
Location: http://localhost:3034/elements/96
X-Runtime: 0.01500
Cache-Control: no-cache
Server: Mongrel 0.3.13.3
Content-Type: text/html charset=utf-8
----------------------------------------------------------
http://localhost:3034/elements/96

GET /elements/96 HTTP/1.1
Host: localhost:3034
User-Agent: Mozilla/5.0 (Windows U Windows NT 5.1 en-GB rv:1.8.1.8) Gecko/20071008 Firefox/2.0.0.8
Accept: text/xmlapplication/xmlapplication/xhtml+xmltext/htmlq=0.9text/plainq=0.8image/png*/*q=0.5
Accept-Language: en-gbes-esq=0.7enq=0.3
Accept-Encoding: gzipdeflate
Accept-Charset: ISO-8859-1utf-8q=0.7*q=0.7
Keep-Alive: 300
Connection: keep-alive
Referer: http://localhost:3034/elements/
Cookie: _XMLDictionaryREST_session_id=BAh7CDoOcmV0dXJuX3RvIg8vZWxlbWVudHMvOgtsb2NhbGUiCmVuLWdiIgpm%250AbGFzaElDOidBY3Rpb25Db250cm9sbGVyOjpGbGFzaDo6Rmxhc2hIYXNoewAG%250AOgpAdXNlZHsA--3392c9915ea7c440fd48aca0423dedd0e26f5595",scott.gregory.west,anicola.bugzilla,fixed,1,resolved,4,8,36,2312,major,4
CORE-328421,Graphics,CORE,Text for links disappears and only underlines are visible,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.9a1) Gecko/20060223 Firefox/1.6a1
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.9a1) Gecko/20060223 Firefox/1.6a1

On https://mustang.dev.java.net/ lot of links dont show the text. Only an underline appears instead

Reproducible: Always

Steps to Reproduce:
1.Browse to https://mustang.dev.java.net/
2. Look at Download Mustang. Below this one should see a bulleted list of Links like Latest Binary Mustang SnapshotsLatest Mustang Source Snapshots etc
3. Only bullets and underlines are displayed no text
4. Similar problems can be seen under Links and Feedback section

Actual Results:  
No text displayed for certain links

Expected Results:  
Links as well as text should get displayed. This used to work before switch to Cairo",nobody,jayramj,fixed,1,resolved,4,0,7,7,major,4
BUGZILLA-58242,User Accounts,BUGZILLA,relogin.cgi fails to delete server's copy of the cookie,"I found it odd that relogin.cgi didn't clear out someone's entry(ies) from the
logincookies table after it logged them out relying instead on
confirm_login() to clear them after they get 30 days old.  A table can fill up
fast that way.  I've solved this by adding these two lines to relogin.cgi just
after the line that says 'require CGI.pl':

ConnectToDatabase()
SendSQL(delete from logincookies where userid= .
DBname_to_id(url_decode($::COOKIE{Bugzilla_login})))

(The url_decode is in there because I found I sometimes had %40 instead of @
in the Bugzilla_login cookie and thus it wouldn't recognize the login...)

Just wanted to share :)",myk,phee,fixed,1,resolved,4,0,7,465,minor,2
TECH_EVANGELISM_GRAVEYARD-234372,English US,TECH_EVANGELISM_GRAVEYARD,The navigation in Yahoo Mail (Inbox Draft Sent etc links) is stretched beyond the width of the screen.,"User-Agent:       
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.6) Gecko/20040206 Firefox/0.8

The navigation part of Yahoo Mail is way wider than it is in IE.  I mean it
covers the ENTIRE screen and you have to use a highly-annoying horizontal scroll
bar at the bottom.

Reproducible: Always
Steps to Reproduce:
1. Log into Yahoo mail.
2. If the problem did not happen in the first try read a message.
3. After reading 1-2 messages it ALWAYS happens to me.
Actual Results:  
The navigation part (with inbox etc links) was very very wide.

Expected Results:  
It should have stayed neatly on the left side as the Yahoo web designers
obviously intended it to.

I'm running Mozilla Firebird (I mean Firefox) with a Feb 14th nightly build. I'm
in 1024x768 screen resolution.",english-us,jwdawe,fixed,1,resolved,4,0,2,0,minor,2
WEBTOOLS_GRAVEYARD-324513,Tinderbox,WEBTOOLS_GRAVEYARD,newly created tinderbox 404s and indexes for http://tinderbox.mozilla.org/Mozilla1.8.0-l10n-da/ URLs,"If you don't use the showbuilds.cgi?tree=Foo URLs but /Foo/ you get an index
of the directory as long as there are no builds on that box yet.

panel.html even 404s.

It should give a tree is open/closed message instead I guess.

Actually for a newly created tree the showbuilds.cgi itself doesn't mention
open or closed either.",cls,axel,fixed,1,resolved,4,0,4,150,minor,2
